"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","OP_CARRIER_AIRLINE_ID","OP_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_STATE_NM","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_FIPS","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","FIRST_DEP_TIME","TOTAL_ADD_GTIME","LONGEST_ADD_GTIME"
2024,1,1,1,1,"1/1/2024 12:00:00 AM","NK",20416,"NK","N647NK",714,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11618,1161802,31703,"EWR","Newark, NJ","NJ",34,"New Jersey",21,1419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,1,319,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","NK",20416,"NK","N668NK",637,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,1743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","NK",20416,"NK","N921NK",653,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12892,1289208,32575,"LAX","Los Angeles, CA","CA",6,"California",91,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2158,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,NA,1,2136,9,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","OO",20304,"OO","N206SY",5306,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13930,1393008,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1455,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,1,413,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","UA",19977,"UA","N495UA",1765,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11292,1129202,30325,"DEN","Denver, CO","CO",8,"Colorado",82,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,1,1290,6,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N1803U",1706,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039707,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N215WN",163,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039707,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N266WN",1974,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11697,1169706,32467,"FLL","Fort Lauderdale, FL","FL",12,"Florida",33,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,1,994,4,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N288WN",1581,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10423,1042302,30423,"AUS","Austin, TX","TX",48,"Texas",74,1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,1,1210,5,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N483WN",2378,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039707,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N7731A",3008,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,15016,1501606,31123,"STL","St. Louis, MO","MO",29,"Missouri",64,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,1,554,3,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N7876A",727,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14635,1463502,31714,"RSW","Fort Myers, FL","FL",12,"Florida",33,1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,1,966,4,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N8584Z",3660,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N8605E",3153,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N8697C",3750,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10693,1069302,30693,"BNA","Nashville, TN","TN",47,"Tennessee",54,1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,462,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N8774Q",966,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12191,1219103,31453,"HOU","Houston, TX","TX",48,"Texas",74,1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,NA,NA,1,1131,5,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N8846Q",3135,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14107,1410702,30466,"PHX","Phoenix, AZ","AZ",4,"Arizona",81,1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,1,1814,8,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N8861Q",522,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10693,1069302,30693,"BNA","Nashville, TN","TN",47,"Tennessee",54,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,462,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","WN",19393,"WN","N939WN",431,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10821,1082106,30852,"BWI","Baltimore, MD","MD",24,"Maryland",35,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,1,210,1,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","YX",20452,"YX","N109HQ",4521,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11278,1127805,30852,"DCA","Washington, DC","VA",51,"Virginia",38,1310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1422,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,1,204,1,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","YX",20452,"YX","N109HQ",4612,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14492,1449202,34492,"RDU","Raleigh/Durham, NC","NC",37,"North Carolina",36,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,1,328,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","YX",20452,"YX","N217JQ",5701,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10721,1072102,30721,"BOS","Boston, MA","MA",25,"Massachusetts",13,1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,1,496,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","YX",20452,"YX","N218JQ",5616,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12478,1247805,31703,"JFK","New York, NY","NY",36,"New York",22,1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,1,340,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","YX",20452,"YX","N223JQ",5706,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12953,1295304,31703,"LGA","New York, NY","NY",36,"New York",22,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,1,335,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","YX",20452,"YX","N405YX",4545,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14100,1410005,34100,"PHL","Philadelphia, PA","PA",42,"Pennsylvania",23,1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1449,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,1,268,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,1,1,"1/1/2024 12:00:00 AM","YX",20452,"YX","N725YX",3470,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13930,1393008,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1855,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,1,413,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,2,2,"1/2/2024 12:00:00 AM","G4",20368,"G4","318NV",2789,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14685,1468502,34685,"SAV","Savannah, GA","GA",13,"Georgia",34,1852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,1,579,3,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,2,2,"1/2/2024 12:00:00 AM","NK",20416,"NK","N647NK",2375,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13303,1330303,32467,"MIA","Miami, FL","FL",12,"Florida",33,2053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2339,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,NA,1,1013,5,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,2,2,"1/2/2024 12:00:00 AM","NK",20416,"NK","N696NK",1619,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,2158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,2,2,"1/2/2024 12:00:00 AM","NK",20416,"NK","N922NK",248,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11697,1169706,32467,"FLL","Fort Lauderdale, FL","FL",12,"Florida",33,2143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,1,994,4,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,2,2,"1/2/2024 12:00:00 AM","UA",19977,"UA","N429UA",1905,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12266,1226603,31453,"IAH","Houston, TX","TX",48,"Texas",74,1634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,NA,1,1117,5,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,2,2,"1/2/2024 12:00:00 AM","WN",19393,"WN","N446WN",2539,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10821,1082106,30852,"BWI","Baltimore, MD","MD",24,"Maryland",35,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,1,210,1,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,2,2,"1/2/2024 12:00:00 AM","WN",19393,"WN","N7877H",3153,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13204,1320402,31454,"MCO","Orlando, FL","FL",12,"Florida",33,2145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,1,834,4,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,2,2,"1/2/2024 12:00:00 AM","YX",20452,"YX","N212JQ",5803,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11433,1143302,31295,"DTW","Detroit, MI","MI",26,"Michigan",43,1801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,1,201,1,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,2,2,"1/2/2024 12:00:00 AM","YX",20452,"YX","N214JQ",5616,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,12478,1247805,31703,"JFK","New York, NY","NY",36,"New York",22,1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,1,340,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,2,2,"1/2/2024 12:00:00 AM","YX",20452,"YX","N427YX",4630,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14492,1449202,34492,"RDU","Raleigh/Durham, NC","NC",37,"North Carolina",36,1715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1835,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,1,328,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,3,3,"1/3/2024 12:00:00 AM","AA",19805,"AA","N126UW",2319,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,3,3,"1/3/2024 12:00:00 AM","AA",19805,"AA","N4005X",2311,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14100,1410005,34100,"PHL","Philadelphia, PA","PA",42,"Pennsylvania",23,1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1740,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,1,268,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,3,3,"1/3/2024 12:00:00 AM","AA",19805,"AA","N660AW",2307,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2055,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,3,3,"1/3/2024 12:00:00 AM","AA",19805,"AA","N8027D",1275,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,13930,1393008,30977,"ORD","Chicago, IL","IL",17,"Illinois",41,1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,1,413,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,3,3,"1/3/2024 12:00:00 AM","AA",19805,"AA","N923NN",1868,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX","TX",48,"Texas",74,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2131,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,NA,1,1067,5,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,3,3,"1/3/2024 12:00:00 AM","AA",19805,"AA","N925UY",2870,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,14107,1410702,30466,"PHX","Phoenix, AZ","AZ",4,"Arizona",81,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,NA,1,1814,8,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,3,3,"1/3/2024 12:00:00 AM","AA",19805,"AA","N970UY",312,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,11057,1105703,31057,"CLT","Charlotte, NC","NC",37,"North Carolina",36,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,1,366,2,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,3,3,"1/3/2024 12:00:00 AM","DL",19790,"DL","N327NW",1728,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039707,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,1251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
2024,1,1,3,3,"1/3/2024 12:00:00 AM","DL",19790,"DL","N380DN",2702,14122,1412202,30198,"PIT","Pittsburgh, PA","PA",42,"Pennsylvania",23,10397,1039707,30397,"ATL","Atlanta, GA","GA",13,"Georgia",34,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,1,526,3,NA,NA,NA,NA,NA,NA,NA,NA
